Key,UsedInMainMenu,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
modBlackMasteryDesc,,items,Item,--,"""ブレード ""や""（マシン/）ガン ""に装着することで、関連するスキルを変化させる。要[6B6E6C]@[-].武器スキルが低い場合は良いが、そうでない場合はスキルメニューをチェックしてください。",,,,,
modWhiteMastery,,items,Item,--,マインドテクニック,,,,,
modWhiteMasteryDesc,,items,Item,--,「をつけると、その武器に関連したスキルが変化する。,,,,,
modRedMastery,,items,Item,--,マイトテクニック,,,,,
modRedMasteryDesc,,items,Item,--,"""Strength ""武器に装着することで、関連するスキルを変化させる。[FA3232]@[-]を必要とする。武器スキルが低い場合は良いが、そうでない場合はスキルメニューを確認してください。",,,,,
modBlueMastery,,items,Item,--,ステアテクニック,,,,,
modBlueMasteryDesc,,items,Item,--,"""パーセプション ""武器に装着することで、関連するスキルを変化させる。要 [007FFF]@[-].武器スキルが低い場合は有効だが、そうでない場合はスキルメニューを確認してください。",,,,,
modElectricField,,items,Item,--,電界,,,,,
modElectricFieldDesc,,items,Item,--,タレットに装着する。その攻撃は、近くにいるすべてのエンティティをわずかに帯電させる。,,,,,
modFireField,,items,Item,--,ファイヤーフィールド,,,,,
modFireFieldDesc,,items,Item,--,タレットに装着してターゲットに点火する。,,,,,
modZBcoward,,items,Item,--,臆病者,,,,,
modZBcowardDesc,,items,Item,--,メレーにアタッチする。背後からの攻撃時に切断確率+20%。,,,,,
modZBstanceExpell,,items,Item,--,エクスペルスタンス,,,,,
modZBstanceExpellDesc,,items,Item,--,近接武器に装着する。<Reload>を押すと、見ている標的を射出する。射程=3m。スタミナ30と20[FFFAF0]@[-]を消費する。,,,,,
modZBstanceLasso,,items,Item,--,ラッソーンスタンス,,,,,
modZBstanceLassoDesc,,items,Item,--,近接武器に装着する。<Reload>を押すと、見ている対象を引き寄せる。範囲＝20。スタミナ30と20[6B6E6C]@[-]を消費する。,,,,,
modAffinityShield,,items,Item,--,アフィニティシールド,,,,,
modAffinityShieldDesc,,items,Item,--,"""胸 ""に装着する。被弾後、hp減少をキャンセルし、@を全て失う。必要で、@>60でリフレッシュする。""",,,,,
modZBstanceParry,,items,Item,--,パリースタンス,,,,,
modZBstanceParryDesc,,items,Item,--,近接武器に装着する。<Reload>を押すと、1.5秒間攻撃を受け流す。すべてのダメージを無効化するが、スローになる。背後からの攻撃は防げない。スタミナ30と20[007FFF]@[-]を消費する。,,,,,
modZBstanceCharge,,items,Item,--,チャージスタンス,,,,,
modZBstanceChargeDesc,,items,Item,--,近接武器に装着する。<リロード>を押すとチャージ攻撃を行う。スタミナ30と30[FA3232]@[-]を消費する。,,,,,
modZBstanceDodge,,items,Item,--,ダッジスタンス,,,,,
modZBstanceDodgeDesc,,items,Item,--,近接武器に装着する。<リロード>を押すとバックドッジを行う。スタミナ30と10[228B22]@[-]を消費する。,,,,,
modBouncyShoes,,items,Item,--,スライムシューズ,,,,,
modBouncyShoesDesc,,items,Item,--,地面の上で弾み続けろ[007FFF]@[-]が必要です。,,,,,
modZBchargeAttack,,items,Item,--,チャージアタック,,,,,
modZBchargeAttackDesc,,items,Item,--,近接武器に装着する。セカンダリ攻撃でターゲットに向かって突き進む。,,,,,
modSlimeArmor,,items,Item,--,スライムアーマー,,,,,
modSlimeArmorDesc,,items,Item,--,"""被弾時 ""に攻撃をはじく。熱と火の耐性が向上するが、電気を浴びてしまう。[007FFF]@[-]が必要です。""",,,,,
modBloodyCraft,,items,Item,--,ブラッドメイドクラフト,,,,,
modBloodyCraftDesc,,items,Item,--,"「装備すると、付属の武器は破壊され（改造も同様）、+1品質の武器が製作される。そして、品質レベルごとに22hpを失う。 \n[CCCCAA]Some crafters really work himself to the bone, and beyond.[-]""",,,,,
modMeleeWet,,items,Item,--,ソギーウェポン,,,,,
modMeleeWetDesc,,items,Item,--,"「近接武器または弓に装着する。ターゲットにスローとウェットを与え、場合によってはエリアスプラッシュを伴う（10％の確率）。[007FFF]@[-]を必要とする。0.1%の確率で消滅する.""",,,,,
modGreenHand,,items,Item,--,グリーンハンド,,,,,
modGreenHandDesc,,items,Item,--,乱闘武器に装着する。ゾンビを倒すとランダムで花を1つ産む。[228B22]@[-]>30を要求される。,,,,,
modCorrosiveBow,,items,Item,--,コーロシブショット,,,,,
modCorrosiveBowDesc,,items,Item,--,対象の鎧と物理抵抗が時間経過で破壊される(10秒後に完全に破壊される)。[6B6E6C]@[-]>30を必要とする。,,,,,
modDeadPower,,items,Item,--,デスタッチ,,,,,
modDeadPowerDesc,,items,Item,--,"""武器 ""または ""銃 ""に装着する。ゾンビの死体の上に立っている間、ダメージが20％増加する。要[6B6E6C]@[-]""",,,,,
modKillAffinity,,items,Item,--,D@rkffinity,,,,,
modKillAffinityDesc,,items,Item,--,近接武器に装着する。ゾンビを殺すと10[6B6E6C]@[-]の追加効果が得られる。,,,,,
modGrassStamina,,items,Item,--,草のエネルギー,,,,,
modGrassStaminaDesc,,items,Item,--,近接武器に装着する。草を収穫してスタミナを回復させる。,,,,,
modGrassRepair,,items,Item,--,グラスフィックス,,,,,
modGrassRepairDesc,,items,Item,--,近接武器に装着する。草を収穫するとアイテムが修理される。,,,,,
modGrassPower,,items,Item,--,草の力,,,,,
modGrassPowerDesc,,items,Item,--,"""近接武器に装着する。草を収穫した後、次の攻撃の威力が4倍になる。""",,,,,
modGrassJump,,items,Item,--,春 春,,,,,
modGrassJumpDesc,,items,Item,--,"""ブーツに装着する。[228B22]@[-]>20で草の上に立っている間、ジャンプの高さが50％増加する。""",,,,,
modMeleeReaper,,items,Item,--,リーパーブレード,,,,,
modMeleeReaperDesc,,items,Item,--,"""ブレード ""または ""ジャベリン ""に装着する。切断確率+10%、[6B6E6C]@[-]バースト中に+60%追加。[6B6E6C]@[-]を必要とする。",,,,,
modRootingBow,,items,Item,--,ルートイ(Rooting Bow),,,,,
modRootingBowDesc,,items,Item,--,弓に装着する。矢は短い間、対象を根こそぎにすることがある。,,,,,
modSparkRepulsor,,items,Item,--,スパークリパルサー,,,,,
modSparkRepulsorDesc,,items,Item,--,"""バトン ""に装着する。チャージ中はゾンビを撃退するが、チャージは最終的に消滅する。[FFFAF0]@[-]>30が必要。""",,,,,
modMeleeEjector,,items,Item,--,パワーグリップ,,,,,
modMeleeEjectorDesc,,items,Item,--,"""近接武器に装着する。Hits eject the target.\nChances = 5% + 1%/[FA3232]@[-], [FA3232]@[-] material の上に立つと+20%, [FA3232]@[-] Burst の間は+100%."".",,,,,
modZDetectorRod,,items,Item,--,リビンググリップ,,,,,
modZDetectorRodDesc,,items,Item,--,メレーや弓に取り付ける。ゾンビが近づくと武器がキラキラと光る。[228B22]@[-]を要求する。,,,,,
modRangeEjector,,items,Item,--,エネルギーセル,,,,,
modRangeEjectorDesc,,items,Item,--,範囲武器に装着する。Shoots eject the target.\Chances = 5% + 0.5%/[FFFAF0]@[-] + 50% if standing on [FFFAF0]@[-] material +100% under burst.,,,,,
modRangeFreezing,,items,Item,--,クライオジェニック・セル,,,,,
modRangeFreezingDesc,,items,Item,--,"""レンジウェポン ""に装着。ショットで対象を凍らせる。確率2％+1％/[007FFF]@[-]+バースト時100％ また5％の確率で周囲と自分を凍結させる。",,,,,
modHarvestWhite,,items,Item,--,スパーキーハーベスト,,,,,
modHarvestWhiteDesc,,items,Item,--,道具に装着する。[FFFAF0]@[-]素材ブロックを収穫した時、+1[FFFAF0]@[-]フィニティを獲得する。,,,,,
modSparkffinity,,items,Item,--,Sp@rk'ffinity,,,,,
modSparkffinityDesc,,items,Item,--,バトンに装着する。チャージすると[FFFAF0]@[-]ffinityを取得する。,,,,,
modDiviningRod,,items,Item,--,ディバイニングロッド,,,,,
modDiviningRodDesc,,items,Item,--,"""ブロックを叩くと水が出る。槍、バトン、ツルハシに設置する。""",,,,,
modMagneticBarrel,,items,Item,--,マグネットバレル,,,,,
modMagneticBarrelDesc,,items,Item,--,「銃器に装着する。リロード中は近くの存在を撃退し、発射後は引き寄せる。[FFFAF0]@[-]を必要とする。,,,,,
modPegasusGlove,,items,Item,--,ペガサスグローブ,,,,,
modPegasusGloveDesc,,items,Item,--,"""乱闘用武器に装着する。2次攻撃はコスモエネルギーを吸い込み、スタミナが尽きるまで、有名なメテオを放つ""",,,,,
modSismicWave,,items,Item,--,震動セル,,,,,
modSismicWaveDesc,,items,Item,--,"""ブロックを叩くと、近くのエンティティを排出する。[FA3232]@[-]>20が必要で、5[FA3232]@[-]を消費する。ソリッドハンマーやスピアに装着する。""",,,,,
modFireCell,,items,Item,--,ファイアセル,,,,,
modFireCellDesc,,items,Item,--,スレッジかジャベリンに装着する。ヒットすると10%の確率で火柱が立つ。,,,,,
modEatingBlade,,items,Item,--,スターブド・ブレード,,,,,
modEatingBladeDesc,,items,Item,--,"""ナイフ、斧、シャベルに取り付ける。攻撃時にゾンビの肉を食べる。[6B6E6C]@[-]>30を必要とし、5[6B6E6C]@[-]を消費する。",,,,,
modMeleeToxinBlade,,items,Item,--,トキシン・ブレード,,,,,
modMeleeToxinBladeDesc,,items,Item,--,"""標的の脳かその残骸を混乱させる毒素を注入する。 \nChances = 5% + 0.5%/[228B22]@[-], [228B22]@[-] materialに立てば+80%, [228B22]@[-] Burst中は+100%。""",,,,,
__ITEM_ZBcraftable__,ui_display,Item stat,,,__________________________________________________,,,,,
ZBdreamPot,,items,Item,--,ボトルの中の悪夢,,,,,
ZBdreamPotDesc,,items,Item,--,[FA3232]@[-]バースト中に食事をすると、この悪夢から目覚め、アクティブなベッドロールで目を覚ますことができます。夢の中で死なないようにしましょう,,,,,
ZBgreenPot,,items,Item,--,バイタリティミクスチャー,,,,,
ZBgreenPotDesc,,items,Item,--,"""[228B22]@[-]バースト中に食べると、2分間スキルが上昇する。敏捷、不屈、カーディオ、パルクール+2、LivingOffTheLand.""",,,,,
ZBredPot,,items,Item,--,強度の混合物,,,,,
ZBredPotDesc,,items,Item,--,"""[FA3232]@[-]バースト中に食べると、2分間スキルが上昇する。ストレングス+2、パケミュール+2、マイネル69、マザーロード""",,,,,
ZBbluePot,,items,Item,--,パーセプションミクスチャー,,,,,
ZBbluePotDesc,,items,Item,--,"""[007FFF]＠[-]バースト中に食べると、2分間スキルが上昇する。知覚+2、幸運の略奪者、サルベージ操作、鍵開け+2、トレジャーハンター+2.""",,,,,
ZBwhitePot,,items,Item,--,インテレクトミクスチャー,,,,,
ZBwhitePotDesc,,items,Item,--,"""[FFFAF0]@[-]バースト中に食べると、2分間スキルが上昇する。知力+2、医師、工学、物々交換+2、冒険家+2""",,,,,
ZBblackPot,,items,Item,--,レジリエンスミクスチャー,,,,,
ZBblackPotDesc,,items,Item,--,"""[6B6E6C]＠[-]バースト中に食べると、2分間スキルが上昇する。Agility, Fortitude, Huntsman+2, HealingFactor+2, FromTheShadows.""",,,,,
blkZBantiSismic,,items,Item,--,耐震ブロック,,,,,
blkZBantiSismicDesc,,items,Item,--,狭い範囲の地震動を吸収する置き型ブロック。1回に1個まで。,,,,,
treeEssence,,items,Item,--,ツリーエッセンス,,,,,
treeEssenceDesc,,items,Item,--,期間限定の配置可能なブロック。常に近くの[228B22]@[-]ブロックを修復します。,,,,,
modMeleeTornado,,items,Item,--,ツイスティクラブ,,,,,
modMeleeTornadoDesc,,items,Item,--,"""クラブ ""または ""バトン ""に装着する。2次攻撃でミニツイスターが発生することがある。確率=1% + 0.2%/[228B22]@[-], [228B22]@[-]素材の上に立つと+20%, [228B22]@[-] バースト中は+100%.""",,,,,
ZBdust_seeker,,items,Item,--,レンズの位置決め,,,,,
ZBdust_seekerDesc,,items,Item,--,Zombiomeの震源地に最も近い場所を探す（すでに{査済みでも可）。,,,,,
appZBdescribeGlasses,,items,Item,--,分析レンズ,,,,,
appZBdescribeGlassesDesc,,items,Item,--,ブロックを見て、その@親和性を解析する。5秒ごとに1/20ずつ劣化していく。,,,,,
appZBwatchGlasses,,items,Item,--,ウォッチャー,,,,,
appZBwatchGlassesDesc,,items,Item,--,ZomBiomeの周囲の活動を分析するために着用する。経年変化により若干の劣化があります。,,,,,
appZBeggGlasses,,items,Item,--,EgGlasses,,,,,
appZBeggGlassesDesc,,items,Item,--,"""鳥の巣をキラキラさせるために周りを見る。""[228B22]@[-]>50が必要です。発動中は1/100に減衰し、2秒ごとに10[228B22]@[-]のコストがかかる。""",,,,,
blockFireFieldGenerator,,items,Item,--,ファイアピラー,,,,,
blockFireFieldGeneratorDesc,,items,Item,--,配置可能なブロック。定期的に周囲に点火する。時間経過で劣化する。,,,,,
blockSparkFieldGenerator,,items,Item,--,SparkPillar,,,,,
blockSparkFieldGeneratorDesc,,items,Item,--,配置可能なブロック。定期的に周囲を感電させる。経年劣化するが、修復可能。,,,,,
ZBmanapot,,items,Item,--,アフィニティポーション(zb),,,,,
ZBmanapotDesc,,items,Item,--,"""周囲の素材に関係なく、10秒間バイオームを@親和的に発生させる。""",,,,,
ZBburstPot,,items,Item,--,バーストポーション(zb),,,,,
ZBburstPotDesc,,items,Item,--,バーストまで@ffinityを埋める,,,,,
ZBstablePot,,items,Item,--,スタビリティポーション（zb）,,,,,
ZBstablePotDesc,,items,Item,--,アフィニティバースト後に色が変化する確率を減少させる（12→4％）。,,,,,
ZBunstablePot,,items,Item,--,不安定なポーション（zb）,,,,,
ZBunstablePotDesc,,items,Item,--,アフィニティバースト後のカラーチェンジの確率が上がる（12→80％）。,,,,,
ZBoverburstPot,,items,Item,--,オーバーバーストポーション(zb),,,,,
ZBoverburstPotDesc,,items,Item,--,1mnの間、@ffinityを埋める,,,,,
ZBprotectionPot,,items,Item,--,プロテクションポーション(zb),,,,,
ZBprotectionPotDesc,,items,Item,--,2分間、Zombiomeのネガティブなステータス効果から数種類を保護する。,,,,,
ZBterraform,,items,Item,--,スペルダスト：テラフォーム,,,,,
ZBterraformDesc,,items,Item,--,"""奇妙な丸い土の塊心臓のように}打ってるのがわかるよ。[親愛度バースト中に手に持つと、見ている風景をテラフォーミングする。テラフォームは親愛の色によって異なる：[007FFF]@[-]洪水、[FA3232]@[-]火山、[FFFAF0]@[-]砂漠、[6B6E6C]@[-]死穴、[228B22]@[-]森.""",,,,,
ZBterraformSmall,,items,Item,--,スペルダストアルターバイオーム,,,,,
ZBterraformSmallDesc,,items,Item,--,奇妙な丸い土の塊。♪♪「小さな}動が感じられます」♪[を受けた状態で地面に投げると、現在の@の色と同じ色に変化する。,,,,,
ZBdust_madEarth,,items,Item,--,スペルダストマッドアース,,,,,
ZBdust_madEarthDesc,,items,Item,--,このエリアにストーンピラーを作る。必要数：50以上 [-] 要アフィニティ,,,,,
ZBdust_waveJump,,items,Item,--,スペルダストウェーブジャンプ,,,,,
ZBdust_waveJumpDesc,,items,Item,--,着地時に周囲のユニットをスタンさせる強力なジャンプ攻撃。[必要数：50以上 @ffinity,,,,,
ZBdust_repulseField,,items,Item,--,スペルダストレパルスフィールド,,,,,
ZBdust_repulseFieldDesc,,items,Item,--,30秒間 近くの敵を撃退する。[必要数：50以上 @ffinity,,,,,
ZBdust_petrify,,items,Item,--,スペルダストペトリファイ,,,,,
ZBdust_petrifyDesc,,items,Item,--,周囲のゾンビを石化させる。,,,,,
ZBdust_killdead,,items,Item,--,SpellDust：死者を殺す,,,,,
ZBdust_killdeadDesc,,items,Item,--,使用時、近くのゾンビをランダムに1体殺す。,,,,,
ZBdust_teleport,,items,Item,--,リマスタリングボール,,,,,
ZBdust_teleportDesc,,items,Item,--,"""インパクトロケーションで自身を再物質化する。要 [007FFF]@[-]>40, 要 80[007FFF]@[-].""",,,,,
ZBdust_portal,,items,Item,--,スペルダストポータル,,,,,
ZBdust_portalDesc,,items,Item,--,「500mテレポート(白の@素材の上に立っていれば前進、それ以外はランダム),,,,,
__ITEM_ZBhand__,ui_display,Item stat,,,__________________________________________________,,,,,
ZBepicenter_reward,,items,Item,--,ウィアードバイオームダスト,,,,,
ZBboomBall,,items,Item,--,スペルダスト：BoomBall,,,,,
ZBboomBallDesc,,items,Item,--,爆発的に転がるボールを投げる。,,,,,
ZBEjectBall,,items,Item,--,スペルダスト：EjectBall,,,,,
ZBEjectBallDesc,,items,Item,--,イジェクトローリングボールを投げる。,,,,,
ZBcoffeDesc,,items,Item,--,ブラックストコーヒーシード,,,,,
weirdZBiome,,blocks,Block,newKey,悪い種,,,,,
weirdZBiomeDesc,,blocks,Block,--,ゾンビ化の根源,,,,,
ZBhand,items,Item,,,ウィアードバイオームダスト,,,,,
ZBhandDesc,items,Item,,,"""奇妙な丸い土の塊周囲の生物群と共鳴しているようだ。 \n[800000] Once held by player, transformed into random colored Dust.[-]""",,,,,
ZBspecial_reward,items,Item,,,バイオーム報酬,,,,,
ZBspecial_rewardDesc,items,Item,,,震源地の{査に成功した！？オープンすると、ダストとゾンビオムクラフト可能なアイテムがランダムで手に入る。,,,,,
ZBdust_inactive,items,Item,,,非活性バイオメアダスト,,,,,
ZBdust_inactiveDesc,items,Item,,,"""奇妙な丸い土の塊 ""だ。完全に無菌状態だ。[新しいゾンビオームレシピは@ffinityのスキルレベルに応じてアンロックされます。キーワード'Zombiome', 'Zombiome1',... でレシピをフィルタリングしてください。",,,,,
ZBdust_Base,items,Item,,,非活性バイオメアダスト,,,,,
ZBdust_BaseDesc,items,Item,,,変な丸い土の塊。不毛の地って感じだな。バイオームパワーを制御できない[-],,,,,
xuiZBhandOver,UI,XUI,,,変な粉塵が不活性になった,,,,,
xuiZBhandBurst,UI,XUI,,,塵は{0}エネルギーで破裂している,,,,,
xuiZBhandFail,UI,XUI,,,バイオームダストがかゆい - 親和性の高い相互作用が悪い,,,,,
xuiZBepicenter,UI,XUI,,,震源地が見つかりました。{0},Epicentre decouvert: {0},,,,
dispIOn,ui_display,Item stat,,,#InstalOn,,,,,
dispaffC,ui_display,Item stat,,,コスト,,,,,
dispaffR,ui_display,Item stat,,,必要なもの @ >,,,,,
dispRaffC,ui_display,Item stat,,,[FA3232]@[-] コスト,,,,,
dispWaffC,ui_display,Item stat,,,[FFFAF0]@[-]コスト,,,,,
dispGaffC,ui_display,Item stat,,,[228B22]@[-]コスト,,,,,
dispUaffC,ui_display,Item stat,,,[007FFF]@[-] コスト,,,,,
dispBaffC,ui_display,Item stat,,,[6B6E6C]@[-]コスト,,,,,
dispRaffR,ui_display,Item stat,,,[FA3232]@[-] > が必要です。,,,,,
dispWaffR,ui_display,Item stat,,,[FFFAF0]@[-] > が必要です。,,,,,
dispGaffR,ui_display,Item stat,,,[228B22]@[-]>が必要です。,,,,,
dispUaffR,ui_display,Item stat,,,[007FFF]@[-]を必要とする>。,,,,,
dispBaffR,ui_display,Item stat,,,[6B6E6C]@[-]が必要です＞。,,,,,
dispBurst,ui_display,Item stat,,,必要なもの @Burst,,,,,
dispStam,ui_display,Item stat,,,スタミナ,,,,,
dispDur,ui_display,Item stat,,,期間,,,,,
lblCategoryZombiome,UI,Tooltip,,,ゾンビオム,,,,,
uiZB_zbhGG,ui_display,Item stat,,, ?? ,,,,,
uiZB_zbcolumns,ui_display,Item stat,,,アクション｜パワー,,,,,
zbactivations,ui_display,Item stat,,,{査した震源地,,,,,
ZBElementMana,ui_display,Item stat,,,アフィニティ,,,,,
buffZBManaDigestFoundDesc,,buffs,Buff,--,近くにある素材があなたの@と同じ色になる。5秒間、@を獲得する。,,,,,
buffZBManaDigestFoundName,,buffs,Buff,newKey,アフィニティーマッチ,,,,,
uiZB_zbline,ui_display,Item stat,,,-----------|----|------------------------------------,,,,,
_______MAGIC_U__,ui_display,Item stat,,,-----------------,,,,,
ZBhandWaterDesc,items,Item,,,"""奇妙な丸い土の塊""。周囲のバイオームと共鳴しているようだ。詳しくは<リロード>[action:local:Reload][action:permanent:Reload]を押下してください。\♪♪「エレメント[007FFF]ブルー[-].Burst to:Frost \n[007FFF]@[-]ffinity: water, snow, plastic, wetness",,,,,
ZBhandWater,items,Item,,,バイオメダス：水,,,,,
uiZB_zbhU0,ui_display,Item stat,,,-------------------------------------,,,,,
uiZB_zbhU1,ui_display,Item stat,,,Melee｜2｜[007FFF]ウェット[-]にのみ命中。,,,,,
uiZB_zbhU2,ui_display,Item stat,,,"""投げる｜20｜ウォーターボール, [007FFF]wet[-]s + slows""",,,,,
uiZB_zbhU4,ui_display,Item stat,,,起動|40|スライム,,,,,
uiZB_zbhU3,ui_display,Item stat,,,リロード｜50｜ウォーターウォール,,,,,
_______MAGIC_UU__,ui_display,Item stat,,,-----------------,,,,,
ZBhandColdDesc,items,Item,,,"""奇妙な丸い土の塊""。周囲のバイオームと共鳴しているようだ。詳細は<Reload>[action:local:Reload][action:permanent:Reload]を押してね♪♪♪♪♪♪♪♪♪♪♪♪♪♪♪♪♪♪♪♪♪ ♪♪♪♪～[007FFF]青[-]⇄[007FFF]@[-]ffinity: 水、雪、プラスチック⇄ """,,,,,
ZBhandCold,items,Item,,,バイオメダス：フロスト,,,,,
uiZB_zbhUU0,ui_display,Item stat,,,-------------------------------------,,,,,
uiZB_zbhUU1,ui_display,Item stat,,,近接戦闘｜60｜HailStorm,,,,,
uiZB_zbhUU2,ui_display,Item stat,,,投げる｜30｜アイスボール,,,,,
uiZB_zbhUU4,ui_display,Item stat,,,アクティベート｜80｜アイスウォール,,,,,
uiZB_zbhUU3,ui_display,Item stat,,,リロード｜40｜アイススキン,,,,,
_______MAGIC_R__,ui_display,Item stat,,,-----------------,,,,,
ZBhandStoneDesc,items,Item,,,"""奇妙な丸い土の塊""。周囲のバイオームと共鳴しているようだ。詳細は<リロード>[action:local:Reload][action:permanent:Reload]を押してね♪♪♪♪。[FA3232]レッド[-].Burst to:Firen[FA3232]@[-]ffinity: stone, fire \n[8191DD]Degradation bar depicts @ffinity[-]""",,,,,
ZBhandStone,ui_display,Item stat,,,バイオメダス：石,,,,,
uiZB_zbhR0,ui_display,Item stat,,,-------------------------------------,,,,,
uiZB_zbhR1,ui_display,Item stat,,,メレー｜20｜ストーンレイン,,,,,
uiZB_zbhR2,ui_display,Item stat,,,投げる｜20｜岩 ,,,,,
uiZB_zbhR4,ui_display,Item stat,,,起動|50|ストーンウォール,,,,,
uiZB_zbhR3,ui_display,Item stat,,,リロード｜50｜ロックスキン,,,,,
_______MAGIC_RR__,ui_display,Item stat,,,-----------------,,,,,
ZBhandFireDesc,items,Item,,,"""奇妙な丸い土の塊""。周囲のバイオームと共鳴しているようだ。詳細は<Reload>[action:local:Reload][action:permanent:Reload]を押してね♪♪♪♪♪♪♪♪♪♪♪♪♪ ♪♪♪♪♪～[FA3232]赤[-]⇄[-]⇄石、火[-]⇄""⇄""",,,,,
ZBhandFire,ui_display,Item stat,,,バイオメダス：火,,,,,
uiZB_zbhRR0,ui_display,Item stat,,,-------------------------------------,,,,,
uiZB_zbhRR1,ui_display,Item stat,,,Melee｜50｜SummonFlame（サモンフレイム,,,,,
uiZB_zbhRR2,ui_display,Item stat,,,投擲｜80｜ヘルファイヤー,,,,,
uiZB_zbhRR4,ui_display,Item stat,,,起動|80|メテオレイン,,,,,
uiZB_zbhRR3,ui_display,Item stat,,,リロード｜50｜WildFire,,,,,
_______MAGIC_B__,ui_display,Item stat,,,-----------------,,,,,
ZBhandShadowDesc,items,Item,,,"""奇妙な丸い土の塊""。周囲のバイオームと共鳴しているようだ。詳細は<リロード>[action:local:Reload][action:permanent:Reload]で確認してね。[6B6E6C]ブラック[-].Bursts to:Deathn[6B6E6C]@[-]ffinity: Dead material (organic, leather, paper, cloth) \n[8191DD]Degradation bar depicts @ffinity[-]""",,,,,
ZBhandShadow,ui_display,Item stat,,,バイオメダス：シャドウ,,,,,
uiZB_zbhB0,ui_display,Item stat,,,-------------------------------------,,,,,
uiZB_zbhB1,ui_display,Item stat,,,"""近接戦闘｜0｜命中、Z→[6B6E6C]@[-]""",,,,,
uiZB_zbhB2,ui_display,Item stat,,,スロー｜40｜スワローキャバーン,,,,,
uiZB_zbhB4,ui_display,Item stat,,,アクティベート|20|バニッシュ,,,,,
uiZB_zbhB3,ui_display,Item stat,,,リロード｜80｜BloodyCoffee（ブラッディコーヒー ,,,,,
_______MAGIC_BB__,ui_display,Item stat,,,-----------------,,,,,
ZBhandDeathDesc,items,Item,,,"""奇妙な丸い土の塊""。周囲のバイオームと共鳴しているようだ。詳細は<リロード>[action:local:Reload][action:permanent:Reload]を押してね。♪Element:[6B6E6C]黒[-]Ⅻ[6B6E6C]@[-]ⅶ死体（有機物、皮、紙、布、破壊）ⅶ""Ⅻ""ⅶ""",,,,,
ZBhandDeath,ui_display,Item stat,,,バイオメダス：死,,,,,
uiZB_zbhBB0,ui_display,Item stat,,,-------------------------------------,,,,,
uiZB_zbhBB1,ui_display,Item stat,,,メレー｜10｜リーチャー,,,,,
uiZB_zbhBB2,ui_display,Item stat,,,投擲｜80｜SummonDevilBear(デビルベア),,,,,
uiZB_zbhBB4,ui_display,Item stat,,,起動|50|地震,,,,,
uiZB_zbhBB3,ui_display,Item stat,,,リロード｜30｜DreadSkin,,,,,
_______MAGIC_W__,ui_display,Item stat,,,-----------------,,,,,
ZBhandMetalDesc,items,Item,,,"""奇妙な丸い土の塊""。周囲のバイオームと共鳴しているようだ。詳細は<リロード>[action:local:Reload][action:permanent:Reload]で確認してね。[FFFAF0]ホワイト[-].Bursts to:Sparkn[FFFAF0]@[-]ffinity: metal, sand, glass, electricityn[8191DD]Degradation bar depicts @ffinity[-]""",,,,,
ZBhandMetal,ui_display,Item stat,,,バイオメダス：メタル,,,,,
uiZB_zbhW0,ui_display,Item stat,,,-------------------------------------,,,,,
uiZB_zbhW1,ui_display,Item stat,,,"""近接攻撃｜5｜命中｜課金｜[FFFAF0]@[-]→速度""",,,,,
uiZB_zbhW2,ui_display,Item stat,,,スロー｜60｜グラスウォール,,,,,
uiZB_zbhW4,ui_display,Item stat,,,起動|50|アンチグラビティフィールド,,,,,
uiZB_zbhW3,ui_display,Item stat,,,リロード｜30｜メタルスキン,,,,,
_______MAGIC_WW__,ui_display,Item stat,,,-----------------,,,,,
ZBhandLightningDesc,items,Item,,,"""奇妙な丸い土の塊""。周囲のバイオームと共鳴しているようだ。詳細は<リロード>[action:local:Reload][action:permanent:Reload]を押してね♪ \nElement:[FFFAF0]White[-]\n[FFFAF0]@[-]ffinity: metal, sand, glass, electricityn"".",,,,,
ZBhandLightning,ui_display,Item stat,,,バイオメダス：スパーク,,,,,
uiZB_zbhWW0,ui_display,Item stat,,,-------------------------------------,,,,,
uiZB_zbhWW1,ui_display,Item stat,,,近接攻撃｜40｜チャージジャンプ,,,,,
uiZB_zbhWW2,ui_display,Item stat,,,投擲（とうてき）｜40｜エネルギー,,,,,
uiZB_zbhWW4,ui_display,Item stat,,,起動|70|ElectricField,,,,,
uiZB_zbhWW3,ui_display,Item stat,,,リロード｜30｜FlyJump,,,,,
_______MAGIC_G__,ui_display,Item stat,,,-----------------,,,,,
ZBhandPlantDesc,items,Item,,,"""奇妙な丸い土の塊""。周囲のバイオームと共鳴しているようだ。詳細は<リロード>[action:local:Reload][action:permanent:Reload]を押してね♪♪♪♪♪♪♪♪♪♪♪♪♪♪♪♪♪♪（※画像はイメージです。[228B22]グリーン[-].Bursts to:Woodn[228B22]@[-]ffinity: plant, woodn[8191DD]Degradation bar depicts @ffinity[-]""",,,,,
ZBhandPlant,items,Item,,,バイオメダス：植物,,,,,
uiZB_zbhG0,ui_display,Item stat,,,-------------------------------------,,,,,
uiZB_zbhG1,ui_display,Item stat,,,"""近接攻撃｜3｜命中｜[228B22]@[-]heal""",,,,,
uiZB_zbhG2,ui_display,Item stat,,,スロー｜10｜ClayPeak（クレイピーク,,,,,
uiZB_zbhG4,ui_display,Item stat,,,アクティベート|30|スカイラダー,,,,,
uiZB_zbhG3,ui_display,Item stat,,,リロード｜50｜カクタス,,,,,
